,nodeA,nodeB,weight
2532,Anthony Kennedy,Mitch McConnell,1
2533,Harry Reid,Mitch McConnell,1
2534,Mitch McConnell,Reid,1
2535,Mitch McConnell,Patrick Leahy,1
2536,Mitch McConnell,Scalia,1
2537,Elena Kagan,Mitch McConnell,1
2538,Kagan,Mitch McConnell,2
2539,Mitch McConnell,Sonia Sotomayor,1
2540,Mitch McConnell,Robert Bork,1
2541,Clarence Thomas,Mitch McConnell,1
2542,George H.W. Bush,Mitch McConnell,1
2543,Bork,Mitch McConnell,1
2544,Charles Grassley,Ronald Reagan's,1
2545,Anthony Kennedy,Charles Grassley,1
2546,Charles Grassley,Obama,2
2547,Charles Grassley,Harry Reid,1
2548,Charles Grassley,Reid,1
2549,Charles Grassley,Patrick Leahy,1
2550,Charles Grassley,Scalia,1
2551,Charles Grassley,Elena Kagan,1
2552,Charles Grassley,Kagan,2
2553,Charles Grassley,Sonia Sotomayor,1
2554,Charles Grassley,Robert Bork,1
2555,Charles Grassley,Clarence Thomas,1
2556,Charles Grassley,George H.W. Bush,1
2557,Bork,Charles Grassley,1
2558,Anthony Kennedy,Ronald Reagan's,1
2559,Obama,Ronald Reagan's,2
2560,Harry Reid,Ronald Reagan's,1
2561,Reid,Ronald Reagan's,1
2562,Patrick Leahy,Ronald Reagan's,1
2563,Ronald Reagan's,Scalia,1
2564,Elena Kagan,Ronald Reagan's,1
2565,Kagan,Ronald Reagan's,2
2566,Ronald Reagan's,Sonia Sotomayor,1
2567,Robert Bork,Ronald Reagan's,1
2568,Clarence Thomas,Ronald Reagan's,1
2569,George H.W. Bush,Ronald Reagan's,1
2570,Bork,Ronald Reagan's,1
2571,Anthony Kennedy,Obama,3
2572,Anthony Kennedy,Harry Reid,1
2573,Anthony Kennedy,Reid,1
2574,Anthony Kennedy,Patrick Leahy,1
2575,Anthony Kennedy,Scalia,1
2576,Anthony Kennedy,Elena Kagan,1
2577,Anthony Kennedy,Kagan,2
2578,Anthony Kennedy,Sonia Sotomayor,1
2579,Anthony Kennedy,Robert Bork,1
2580,Anthony Kennedy,Clarence Thomas,1
2581,Anthony Kennedy,George H.W. Bush,1
2582,Anthony Kennedy,Bork,1
2583,Harry Reid,Obama,2
2584,Obama,Reid,2
2585,Obama,Patrick Leahy,2
2586,Obama,Scalia,6
2587,Elena Kagan,Obama,4
2588,Kagan,Obama,4
2589,Obama,Sonia Sotomayor,4
2590,Obama,Robert Bork,2
2591,Clarence Thomas,Obama,2
2592,George H.W. Bush,Obama,2
2593,Bork,Obama,2
2594,Harry Reid,Reid,1
2595,Harry Reid,Patrick Leahy,1
2596,Harry Reid,Scalia,1
2597,Elena Kagan,Harry Reid,1
2598,Harry Reid,Kagan,2
2599,Harry Reid,Sonia Sotomayor,1
2600,Harry Reid,Robert Bork,1
2601,Clarence Thomas,Harry Reid,1
2602,George H.W. Bush,Harry Reid,1
2603,Bork,Harry Reid,1
2604,Patrick Leahy,Reid,1
2605,Reid,Scalia,1
2606,Elena Kagan,Reid,1
2607,Kagan,Reid,2
2608,Reid,Sonia Sotomayor,1
2609,Reid,Robert Bork,1
2610,Clarence Thomas,Reid,1
2611,George H.W. Bush,Reid,1
2612,Bork,Reid,1
2613,Patrick Leahy,Scalia,1
2614,Elena Kagan,Patrick Leahy,1
2615,Kagan,Patrick Leahy,2
2616,Patrick Leahy,Sonia Sotomayor,1
2617,Patrick Leahy,Robert Bork,1
2618,Clarence Thomas,Patrick Leahy,1
2619,George H.W. Bush,Patrick Leahy,1
2620,Bork,Patrick Leahy,1
2621,Elena Kagan,Scalia,3
2622,Kagan,Scalia,2
2623,Scalia,Sonia Sotomayor,3
2624,Robert Bork,Scalia,1
2625,Clarence Thomas,Scalia,1
2626,George H.W. Bush,Scalia,1
2627,Bork,Scalia,1
2628,Elena Kagan,Kagan,2
2629,Elena Kagan,Sonia Sotomayor,2
2630,Elena Kagan,Robert Bork,1
2631,Clarence Thomas,Elena Kagan,1
2632,Elena Kagan,George H.W. Bush,1
2633,Bork,Elena Kagan,1
2634,Kagan,Sonia Sotomayor,2
2635,Kagan,Robert Bork,2
2636,Kagan,Kagan,1
2637,Clarence Thomas,Kagan,2
2638,George H.W. Bush,Kagan,2
2639,Bork,Kagan,2
2640,Robert Bork,Sonia Sotomayor,1
2641,Clarence Thomas,Sonia Sotomayor,1
2642,George H.W. Bush,Sonia Sotomayor,1
2643,Bork,Sonia Sotomayor,1
2644,Clarence Thomas,Robert Bork,1
2645,George H.W. Bush,Robert Bork,1
2646,Bork,Robert Bork,1
2647,Clarence Thomas,George H.W. Bush,1
2648,Bork,Clarence Thomas,1
2649,Bork,George H.W. Bush,1
2650,Andrea Luecke,Ernest Moniz,1
2651,Gary Johnson,William Weld,1
2652,Chris Wallace,Gary Johnson,1
2653,Gary Johnson,Johnson,12
2654,Gary Johnson,Wallace,2
2655,Clinton,Gary Johnson,5
2656,Gary Johnson,Jeb Bush,1
2657,Gary Johnson,Marco Rubio,1
2658,Gary Johnson,Weld,1
2659,Gary Johnson,Trump,4
2660,Chris Wallace,William Weld,1
2661,Johnson,William Weld,12
2662,Wallace,William Weld,2
2663,Clinton,William Weld,4
2664,Jeb Bush,William Weld,1
2665,Marco Rubio,William Weld,1
2666,Weld,William Weld,1
2667,Trump,William Weld,2
2668,Chris Wallace,Johnson,12
2669,Chris Wallace,Wallace,2
2670,Chris Wallace,Clinton,4
2671,Chris Wallace,Jeb Bush,1
2672,Chris Wallace,Marco Rubio,2
2673,Chris Wallace,Weld,1
2674,Chris Wallace,Trump,2
2675,Johnson,Johnson,66
2676,Johnson,Wallace,24
2677,Clinton,Johnson,48
2678,Jeb Bush,Johnson,12
2679,Johnson,Marco Rubio,12
2680,Johnson,Weld,12
2681,Johnson,Trump,24
2682,Wallace,Wallace,1
2683,Clinton,Wallace,8
2684,Jeb Bush,Wallace,2
2685,Marco Rubio,Wallace,2
2686,Wallace,Weld,2
2687,Trump,Wallace,4
2688,Clinton,Weld,4
2689,Jeb Bush,Weld,1
2690,Marco Rubio,Weld,1
2691,Trump,Weld,2
2692,Barack Obama,David Axelrod,1
2693,Axelrod,Barack Obama,3
2694,Barack Obama,Mike Barbaro,1
2695,Barack Obama,Jim Messina,1
2696,Barack Obama,Earnest,1
2697,Axelrod,David Axelrod,3
2698,David Axelrod,Obama,6
2699,David Axelrod,Mike Barbaro,1
2700,Clinton,David Axelrod,1
2701,David Axelrod,Jim Messina,1
2702,David Axelrod,Earnest,1
2703,Axelrod,Obama,18
2704,Axelrod,Axelrod,3
2705,Axelrod,Mike Barbaro,3
2706,Axelrod,Clinton,3
2707,Axelrod,Jim Messina,3
2708,Axelrod,Earnest,3
2709,Mike Barbaro,Obama,6
2710,Jim Messina,Obama,6
2711,Earnest,Obama,18
2712,Clinton,Mike Barbaro,1
2713,Jim Messina,Mike Barbaro,1
2714,Earnest,Mike Barbaro,1
2715,Clinton,Jim Messina,1
2716,Clinton,Earnest,1
2717,Earnest,Jim Messina,1
2718,Frida Ghitis,Hillary Clinton,1
2719,Clinton,Frida Ghitis,8
2720,Barack Obama,Frida Ghitis,1
2721,Frida Ghitis,Obama,5
2722,Bernie Sanders,Frida Ghitis,1
2723,Frida Ghitis,Martin O'Malley,1
2724,Hillary Clinton,Martin O'Malley,1
2725,Clinton,Martin O'Malley,8
2726,Barack Obama,Martin O'Malley,1
2727,Bernie Sanders,Obama,6
2728,Martin O'Malley,Obama,5
2729,Bernie Sanders,Martin O'Malley,1
2730,Donald Trump,Sarah Palin,10
2731,Donald Trump,Jerry Falwell Jr.,2
2732,Donald Trump,Mark Levin,2
2733,Donald Trump,Glenn Beck,2
2734,Craig Shirley,Donald Trump,2
2735,Donald Trump,Palin,6
2736,Barry Bennett,Donald Trump,3
2737,Ben Carson’s,Donald Trump,2
2738,Bennett,Donald Trump,3
2739,Donald Trump,Michael Glassner,2
2740,Donald Trump,Phyllis Schlafly,2
2741,Donald Trump,Michael Savage,2
2742,Donald Trump,Willie Robertson,2
2743,Donald Trump,Phil Robertson,2
2744,Donald Trump,L. Brent Bozell III,2
2745,Donald Trump,Richard Viguerie,2
2746,Donald Trump,James Dobson,2
2747,Donald Trump,James Woods,2
2748,Donald Trump,Levin,2
2749,Beck,Donald Trump,4
2750,Donald Trump,Steve King,2
2751,David Barton,Donald Trump,2
2752,Bob Vander Plaats,Donald Trump,2
2753,Donald Trump,Ted,4
2754,Chuck Schumer,Donald Trump,2
2755,Donald Trump,Harry Reid,2
2756,Donald Trump,Nancy Pelosi,2
2757,Donald Trump,Rick Tyler,2
2758,Donald Trump,Sarah Palin’s,4
2759,Donald Trump,Terry Branstad,2
2760,Donald Trump,Rush Limbaugh,2
2761,Donald Trump,Jenna Johnson,2
2762,Donald Trump,Jose DelReal,2
2763,Donald Trump,Philip Rucker,2
2764,David Weigel,Donald Trump,2
2765,Donald Trump,Katie Zezima,2
2766,Sarah Palin,Ted Cruz,10
2767,Jerry Falwell Jr.,Ted Cruz,2
2768,Mark Levin,Ted Cruz,2
2769,Glenn Beck,Ted Cruz,2
2770,Craig Shirley,Ted Cruz,2
2771,Palin,Ted Cruz,6
2772,Barry Bennett,Ted Cruz,3
2773,Ben Carson’s,Ted Cruz,2
2774,Bennett,Ted Cruz,3
2775,Kellyanne Conway,Ted Cruz,2
2776,Michael Glassner,Ted Cruz,2
2777,Phyllis Schlafly,Ted Cruz,2
2778,Michael Savage,Ted Cruz,2
2779,Ted Cruz,Willie Robertson,2
2780,Phil Robertson,Ted Cruz,2
2781,L. Brent Bozell III,Ted Cruz,2
2782,Richard Viguerie,Ted Cruz,2
2783,James Dobson,Ted Cruz,2
2784,James Woods,Ted Cruz,2
2785,Levin,Ted Cruz,2
2786,Beck,Ted Cruz,4
2787,Steve King,Ted Cruz,2
2788,David Barton,Ted Cruz,2
2789,Bob Vander Plaats,Ted Cruz,2
2790,Ted,Ted Cruz,4
2791,Chuck Schumer,Ted Cruz,2
2792,Harry Reid,Ted Cruz,2
2793,Nancy Pelosi,Ted Cruz,2
2794,Sarah Palin’s,Ted Cruz,4
2795,Ted Cruz,Terry Branstad,2
2796,Rush Limbaugh,Ted Cruz,2
2797,Jenna Johnson,Ted Cruz,2
2798,Jose DelReal,Ted Cruz,2
2799,Philip Rucker,Ted Cruz,2
2800,David Weigel,Ted Cruz,2
2801,Katie Zezima,Ted Cruz,2
2802,Sarah Palin,Trump,84
2803,Jerry Falwell Jr.,Trump,15
2804,Mark Levin,Trump,15
2805,Glenn Beck,Trump,15
2806,Craig Shirley,Trump,15
2807,Palin,Trump,45
2808,Barry Bennett,Trump,16
2809,Ben Carson’s,Trump,15
2810,Bennett,Trump,16
2811,Michael Glassner,Trump,15
2812,Phyllis Schlafly,Trump,15
2813,Michael Savage,Trump,15
2814,Trump,Willie Robertson,15
2815,Phil Robertson,Trump,15
2816,L. Brent Bozell III,Trump,15
2817,Richard Viguerie,Trump,15
2818,James Dobson,Trump,15
2819,James Woods,Trump,15
2820,Levin,Trump,15
2821,Beck,Trump,30
2822,Steve King,Trump,15
2823,David Barton,Trump,15
2824,Bob Vander Plaats,Trump,15
2825,Ted,Trump,30
2826,Chuck Schumer,Trump,15
2827,Harry Reid,Trump,15
2828,Nancy Pelosi,Trump,15
2829,Sarah Palin’s,Trump,30
2830,Terry Branstad,Trump,15
2831,Rush Limbaugh,Trump,15
2832,Jenna Johnson,Trump,15
2833,Jose DelReal,Trump,15
2834,Philip Rucker,Trump,15
2835,David Weigel,Trump,15
2836,Katie Zezima,Trump,15
2837,Jerry Falwell Jr.,Sarah Palin,5
2838,Mark Levin,Sarah Palin,5
2839,Glenn Beck,Sarah Palin,5
2840,Cruz,Sarah Palin,100
2841,Craig Shirley,Sarah Palin,5
2842,Palin,Sarah Palin,15
2843,Barry Bennett,Sarah Palin,5
2844,Ben Carson’s,Sarah Palin,5
2845,Sarah Palin,Sarah Palin,10
2846,Bennett,Sarah Palin,5
2847,Kellyanne Conway,Sarah Palin,5
2848,Michael Glassner,Sarah Palin,5
2849,Phyllis Schlafly,Sarah Palin,5
2850,Michael Savage,Sarah Palin,5
2851,Sarah Palin,Willie Robertson,5
2852,Phil Robertson,Sarah Palin,5
2853,L. Brent Bozell III,Sarah Palin,5
2854,Richard Viguerie,Sarah Palin,5
2855,James Dobson,Sarah Palin,5
2856,James Woods,Sarah Palin,5
2857,Levin,Sarah Palin,5
2858,Beck,Sarah Palin,10
2859,Sarah Palin,Steve King,5
2860,David Barton,Sarah Palin,5
2861,Bob Vander Plaats,Sarah Palin,5
2862,Sarah Palin,Ted,10
2863,Chuck Schumer,Sarah Palin,5
2864,Harry Reid,Sarah Palin,5
2865,Nancy Pelosi,Sarah Palin,5
2866,Rick Tyler,Sarah Palin,5
2867,Sarah Palin,Sarah Palin’s,10
2868,Sarah Palin,Terry Branstad,5
2869,Rush Limbaugh,Sarah Palin,5
2870,Jenna Johnson,Sarah Palin,5
2871,Jose DelReal,Sarah Palin,5
2872,Philip Rucker,Sarah Palin,5
2873,David Weigel,Sarah Palin,5
2874,Katie Zezima,Sarah Palin,5
2875,Jerry Falwell Jr.,Mark Levin,1
2876,Glenn Beck,Jerry Falwell Jr.,1
2877,Cruz,Jerry Falwell Jr.,20
2878,Craig Shirley,Jerry Falwell Jr.,1
2879,Jerry Falwell Jr.,Palin,3
2880,Barry Bennett,Jerry Falwell Jr.,1
2881,Ben Carson’s,Jerry Falwell Jr.,1
2882,Bennett,Jerry Falwell Jr.,1
2883,Jerry Falwell Jr.,Kellyanne Conway,1
2884,Jerry Falwell Jr.,Michael Glassner,1
2885,Jerry Falwell Jr.,Phyllis Schlafly,1
2886,Jerry Falwell Jr.,Michael Savage,1
2887,Jerry Falwell Jr.,Willie Robertson,1
2888,Jerry Falwell Jr.,Phil Robertson,1
2889,Jerry Falwell Jr.,L. Brent Bozell III,1
2890,Jerry Falwell Jr.,Richard Viguerie,1
2891,James Dobson,Jerry Falwell Jr.,1
2892,James Woods,Jerry Falwell Jr.,1
2893,Jerry Falwell Jr.,Levin,1
2894,Beck,Jerry Falwell Jr.,2
2895,Jerry Falwell Jr.,Steve King,1
2896,David Barton,Jerry Falwell Jr.,1
2897,Bob Vander Plaats,Jerry Falwell Jr.,1
2898,Jerry Falwell Jr.,Ted,2
2899,Chuck Schumer,Jerry Falwell Jr.,1
2900,Harry Reid,Jerry Falwell Jr.,1
2901,Jerry Falwell Jr.,Nancy Pelosi,1
2902,Jerry Falwell Jr.,Rick Tyler,1
2903,Jerry Falwell Jr.,Sarah Palin’s,2
2904,Jerry Falwell Jr.,Terry Branstad,1
2905,Jerry Falwell Jr.,Rush Limbaugh,1
2906,Jenna Johnson,Jerry Falwell Jr.,1
2907,Jerry Falwell Jr.,Jose DelReal,1
2908,Jerry Falwell Jr.,Philip Rucker,1
2909,David Weigel,Jerry Falwell Jr.,1
2910,Jerry Falwell Jr.,Katie Zezima,1
2911,Glenn Beck,Mark Levin,1
2912,Cruz,Mark Levin,20
2913,Craig Shirley,Mark Levin,1
2914,Mark Levin,Palin,3
2915,Barry Bennett,Mark Levin,1
2916,Ben Carson’s,Mark Levin,1
2917,Bennett,Mark Levin,1
2918,Kellyanne Conway,Mark Levin,1
2919,Mark Levin,Michael Glassner,1
2920,Mark Levin,Phyllis Schlafly,1
2921,Mark Levin,Michael Savage,1
2922,Mark Levin,Willie Robertson,1
2923,Mark Levin,Phil Robertson,1
2924,L. Brent Bozell III,Mark Levin,1
2925,Mark Levin,Richard Viguerie,1
2926,James Dobson,Mark Levin,1
2927,James Woods,Mark Levin,1
2928,Levin,Mark Levin,1
2929,Beck,Mark Levin,2
2930,Mark Levin,Steve King,1
2931,David Barton,Mark Levin,1
2932,Bob Vander Plaats,Mark Levin,1
2933,Mark Levin,Ted,2
2934,Chuck Schumer,Mark Levin,1
2935,Harry Reid,Mark Levin,1
2936,Mark Levin,Nancy Pelosi,1
2937,Mark Levin,Rick Tyler,1
2938,Mark Levin,Sarah Palin’s,2
2939,Mark Levin,Terry Branstad,1
2940,Mark Levin,Rush Limbaugh,1
2941,Jenna Johnson,Mark Levin,1
2942,Jose DelReal,Mark Levin,1
2943,Mark Levin,Philip Rucker,1
2944,David Weigel,Mark Levin,1
2945,Katie Zezima,Mark Levin,1
2946,Cruz,Glenn Beck,20
2947,Craig Shirley,Glenn Beck,1
2948,Glenn Beck,Palin,3
2949,Barry Bennett,Glenn Beck,1
2950,Ben Carson’s,Glenn Beck,1
2951,Bennett,Glenn Beck,1
2952,Glenn Beck,Kellyanne Conway,1
2953,Glenn Beck,Michael Glassner,1
2954,Glenn Beck,Phyllis Schlafly,1
2955,Glenn Beck,Michael Savage,1
2956,Glenn Beck,Willie Robertson,1
2957,Glenn Beck,Phil Robertson,1
2958,Glenn Beck,L. Brent Bozell III,1
2959,Glenn Beck,Richard Viguerie,1
2960,Glenn Beck,James Dobson,1
2961,Glenn Beck,James Woods,1
2962,Glenn Beck,Levin,1
2963,Beck,Glenn Beck,2
2964,Glenn Beck,Steve King,1
2965,David Barton,Glenn Beck,1
2966,Bob Vander Plaats,Glenn Beck,1
2967,Glenn Beck,Ted,2
2968,Chuck Schumer,Glenn Beck,1
2969,Glenn Beck,Harry Reid,1
2970,Glenn Beck,Nancy Pelosi,1
2971,Glenn Beck,Rick Tyler,1
2972,Glenn Beck,Sarah Palin’s,2
2973,Glenn Beck,Terry Branstad,1
2974,Glenn Beck,Rush Limbaugh,1
2975,Glenn Beck,Jenna Johnson,1
2976,Glenn Beck,Jose DelReal,1
2977,Glenn Beck,Philip Rucker,1
2978,David Weigel,Glenn Beck,1
2979,Glenn Beck,Katie Zezima,1
2980,Craig Shirley,Cruz,20
2981,Cruz,Palin,60
2982,Barry Bennett,Cruz,21
2983,Ben Carson’s,Cruz,20
2984,Bennett,Cruz,21
2985,Cruz,Kellyanne Conway,20
2986,Cruz,Michael Glassner,20
2987,Cruz,Phyllis Schlafly,20
2988,Cruz,Michael Savage,20
2989,Cruz,Willie Robertson,20
2990,Cruz,Phil Robertson,20
2991,Cruz,L. Brent Bozell III,20
2992,Cruz,Richard Viguerie,20
2993,Cruz,James Dobson,20
2994,Cruz,James Woods,20
2995,Cruz,Levin,20
2996,Beck,Cruz,40
2997,Cruz,Steve King,20
2998,Cruz,David Barton,20
2999,Bob Vander Plaats,Cruz,20
3000,Cruz,Ted,40
3001,Chuck Schumer,Cruz,20
3002,Cruz,Harry Reid,20
3003,Cruz,Nancy Pelosi,20
3004,Cruz,Sarah Palin’s,40
3005,Cruz,Terry Branstad,20
3006,Cruz,Rush Limbaugh,20
3007,Cruz,Jenna Johnson,20
3008,Cruz,Jose DelReal,20
3009,Cruz,Philip Rucker,20
3010,Cruz,David Weigel,20
3011,Cruz,Katie Zezima,20
3012,Craig Shirley,Palin,3
3013,Barry Bennett,Craig Shirley,1
3014,Ben Carson’s,Craig Shirley,1
3015,Bennett,Craig Shirley,1
3016,Craig Shirley,Kellyanne Conway,1
3017,Craig Shirley,Michael Glassner,1
3018,Craig Shirley,Phyllis Schlafly,1
3019,Craig Shirley,Michael Savage,1
3020,Craig Shirley,Willie Robertson,1
3021,Craig Shirley,Phil Robertson,1
3022,Craig Shirley,L. Brent Bozell III,1
3023,Craig Shirley,Richard Viguerie,1
3024,Craig Shirley,James Dobson,1
3025,Craig Shirley,James Woods,1
3026,Craig Shirley,Levin,1
3027,Beck,Craig Shirley,2
3028,Craig Shirley,Steve King,1
3029,Craig Shirley,David Barton,1
3030,Bob Vander Plaats,Craig Shirley,1
3031,Craig Shirley,Ted,2
3032,Chuck Schumer,Craig Shirley,1
3033,Craig Shirley,Harry Reid,1
3034,Craig Shirley,Nancy Pelosi,1
3035,Craig Shirley,Rick Tyler,1
3036,Craig Shirley,Sarah Palin’s,2
3037,Craig Shirley,Terry Branstad,1
3038,Craig Shirley,Rush Limbaugh,1
3039,Craig Shirley,Jenna Johnson,1
3040,Craig Shirley,Jose DelReal,1
3041,Craig Shirley,Philip Rucker,1
3042,Craig Shirley,David Weigel,1
3043,Craig Shirley,Katie Zezima,1
3044,Palin,Palin,3
3045,Barry Bennett,Palin,3
3046,Ben Carson’s,Palin,3
3047,Bennett,Palin,3
3048,Kellyanne Conway,Palin,3
3049,Michael Glassner,Palin,3
3050,Palin,Phyllis Schlafly,3
3051,Michael Savage,Palin,3
3052,Palin,Willie Robertson,3
3053,Palin,Phil Robertson,3
3054,L. Brent Bozell III,Palin,3
3055,Palin,Richard Viguerie,3
3056,James Dobson,Palin,3
3057,James Woods,Palin,3
3058,Levin,Palin,3
3059,Beck,Palin,6
3060,Palin,Steve King,3
3061,David Barton,Palin,3
3062,Bob Vander Plaats,Palin,3
3063,Palin,Ted,6
3064,Chuck Schumer,Palin,3
3065,Harry Reid,Palin,3
3066,Nancy Pelosi,Palin,3
3067,Palin,Rick Tyler,3
3068,Palin,Sarah Palin’s,6
3069,Palin,Terry Branstad,3
3070,Palin,Rush Limbaugh,3
3071,Jenna Johnson,Palin,3
3072,Jose DelReal,Palin,3
3073,Palin,Philip Rucker,3
3074,David Weigel,Palin,3
3075,Katie Zezima,Palin,3
3076,Barry Bennett,Ben Carson’s,1
3077,Barry Bennett,Bennett,2
3078,Barry Bennett,Kellyanne Conway,1
3079,Barry Bennett,Michael Glassner,1
3080,Barry Bennett,Phyllis Schlafly,1
3081,Barry Bennett,Michael Savage,1
3082,Barry Bennett,Willie Robertson,1
3083,Barry Bennett,Phil Robertson,1
3084,Barry Bennett,L. Brent Bozell III,1
3085,Barry Bennett,Richard Viguerie,1
3086,Barry Bennett,James Dobson,1
3087,Barry Bennett,James Woods,1
3088,Barry Bennett,Levin,1
3089,Barry Bennett,Beck,2
3090,Barry Bennett,Steve King,1
3091,Barry Bennett,David Barton,1
3092,Barry Bennett,Bob Vander Plaats,1
3093,Barry Bennett,Ted,2
3094,Barry Bennett,Chuck Schumer,1
3095,Barry Bennett,Harry Reid,1
3096,Barry Bennett,Nancy Pelosi,1
3097,Barry Bennett,Rick Tyler,1
3098,Barry Bennett,Sarah Palin’s,2
3099,Barry Bennett,Terry Branstad,1
3100,Barry Bennett,Rush Limbaugh,1
3101,Barry Bennett,Jenna Johnson,1
3102,Barry Bennett,Jose DelReal,1
3103,Barry Bennett,Philip Rucker,1
3104,Barry Bennett,David Weigel,1
3105,Barry Bennett,Katie Zezima,1
3106,Ben Carson’s,Bennett,1
3107,Ben Carson’s,Kellyanne Conway,1
3108,Ben Carson’s,Michael Glassner,1
3109,Ben Carson’s,Phyllis Schlafly,1
3110,Ben Carson’s,Michael Savage,1
3111,Ben Carson’s,Willie Robertson,1
3112,Ben Carson’s,Phil Robertson,1
3113,Ben Carson’s,L. Brent Bozell III,1
3114,Ben Carson’s,Richard Viguerie,1
3115,Ben Carson’s,James Dobson,1
3116,Ben Carson’s,James Woods,1
3117,Ben Carson’s,Levin,1
3118,Beck,Ben Carson’s,2
3119,Ben Carson’s,Steve King,1
3120,Ben Carson’s,David Barton,1
3121,Ben Carson’s,Bob Vander Plaats,1
3122,Ben Carson’s,Ted,2
3123,Ben Carson’s,Chuck Schumer,1
3124,Ben Carson’s,Harry Reid,1
3125,Ben Carson’s,Nancy Pelosi,1
3126,Ben Carson’s,Rick Tyler,1
3127,Ben Carson’s,Sarah Palin’s,2
3128,Ben Carson’s,Terry Branstad,1
3129,Ben Carson’s,Rush Limbaugh,1
3130,Ben Carson’s,Jenna Johnson,1
3131,Ben Carson’s,Jose DelReal,1
3132,Ben Carson’s,Philip Rucker,1
3133,Ben Carson’s,David Weigel,1
3134,Ben Carson’s,Katie Zezima,1
3135,Bennett,Kellyanne Conway,1
3136,Bennett,Michael Glassner,1
3137,Bennett,Phyllis Schlafly,1
3138,Bennett,Michael Savage,1
3139,Bennett,Willie Robertson,1
3140,Bennett,Phil Robertson,1
3141,Bennett,L. Brent Bozell III,1
3142,Bennett,Richard Viguerie,1
3143,Bennett,James Dobson,1
3144,Bennett,James Woods,1
3145,Bennett,Levin,1
3146,Beck,Bennett,2
3147,Bennett,Steve King,1
3148,Bennett,David Barton,1
3149,Bennett,Bob Vander Plaats,1
3150,Bennett,Ted,2
3151,Bennett,Chuck Schumer,1
3152,Bennett,Harry Reid,1
3153,Bennett,Nancy Pelosi,1
3154,Bennett,Rick Tyler,1
3155,Bennett,Sarah Palin’s,2
3156,Bennett,Terry Branstad,1
3157,Bennett,Rush Limbaugh,1
3158,Bennett,Jenna Johnson,1
3159,Bennett,Jose DelReal,1
3160,Bennett,Philip Rucker,1
3161,Bennett,David Weigel,1
3162,Bennett,Katie Zezima,1
3163,Kellyanne Conway,Michael Glassner,1
3164,Kellyanne Conway,Phyllis Schlafly,1
3165,Kellyanne Conway,Michael Savage,1
3166,Kellyanne Conway,Willie Robertson,1
3167,Kellyanne Conway,Phil Robertson,1
3168,Kellyanne Conway,L. Brent Bozell III,1
3169,Kellyanne Conway,Richard Viguerie,1
3170,James Dobson,Kellyanne Conway,1
3171,James Woods,Kellyanne Conway,1
3172,Kellyanne Conway,Levin,1
3173,Beck,Kellyanne Conway,2
3174,Kellyanne Conway,Steve King,1
3175,David Barton,Kellyanne Conway,1
3176,Bob Vander Plaats,Kellyanne Conway,1
3177,Kellyanne Conway,Ted,2
3178,Chuck Schumer,Kellyanne Conway,1
3179,Harry Reid,Kellyanne Conway,1
3180,Kellyanne Conway,Nancy Pelosi,1
3181,Kellyanne Conway,Rick Tyler,1
3182,Kellyanne Conway,Sarah Palin’s,2
3183,Kellyanne Conway,Terry Branstad,1
3184,Kellyanne Conway,Rush Limbaugh,1
3185,Jenna Johnson,Kellyanne Conway,1
3186,Jose DelReal,Kellyanne Conway,1
3187,Kellyanne Conway,Philip Rucker,1
3188,David Weigel,Kellyanne Conway,1
3189,Katie Zezima,Kellyanne Conway,1
3190,Michael Glassner,Phyllis Schlafly,1
3191,Michael Glassner,Michael Savage,1
3192,Michael Glassner,Willie Robertson,1
3193,Michael Glassner,Phil Robertson,1
3194,L. Brent Bozell III,Michael Glassner,1
3195,Michael Glassner,Richard Viguerie,1
3196,James Dobson,Michael Glassner,1
3197,James Woods,Michael Glassner,1
3198,Levin,Michael Glassner,1
3199,Beck,Michael Glassner,2
3200,Michael Glassner,Steve King,1
3201,David Barton,Michael Glassner,1
3202,Bob Vander Plaats,Michael Glassner,1
3203,Michael Glassner,Ted,2
3204,Chuck Schumer,Michael Glassner,1
3205,Harry Reid,Michael Glassner,1
3206,Michael Glassner,Nancy Pelosi,1
3207,Michael Glassner,Rick Tyler,1
3208,Michael Glassner,Sarah Palin’s,2
3209,Michael Glassner,Terry Branstad,1
3210,Michael Glassner,Rush Limbaugh,1
3211,Jenna Johnson,Michael Glassner,1
3212,Jose DelReal,Michael Glassner,1
3213,Michael Glassner,Philip Rucker,1
3214,David Weigel,Michael Glassner,1
3215,Katie Zezima,Michael Glassner,1
3216,Michael Savage,Phyllis Schlafly,1
3217,Phyllis Schlafly,Willie Robertson,1
3218,Phil Robertson,Phyllis Schlafly,1
3219,L. Brent Bozell III,Phyllis Schlafly,1
3220,Phyllis Schlafly,Richard Viguerie,1
3221,James Dobson,Phyllis Schlafly,1
3222,James Woods,Phyllis Schlafly,1
3223,Levin,Phyllis Schlafly,1
3224,Beck,Phyllis Schlafly,2
3225,Phyllis Schlafly,Steve King,1
3226,David Barton,Phyllis Schlafly,1
3227,Bob Vander Plaats,Phyllis Schlafly,1
3228,Phyllis Schlafly,Ted,2
3229,Chuck Schumer,Phyllis Schlafly,1
3230,Harry Reid,Phyllis Schlafly,1
3231,Nancy Pelosi,Phyllis Schlafly,1
3232,Phyllis Schlafly,Rick Tyler,1
3233,Phyllis Schlafly,Sarah Palin’s,2
3234,Phyllis Schlafly,Terry Branstad,1
